Column1,欄1,Column3,Column4
全家便利商店,便利商店,22.981511,120.189921
統一超商,便利商店,22.981548,120.29365
統一超商,便利商店,22.98155,120.198161
全家便利商店,便利商店,22.98157,120.198843
統一超商,便利商店,22.981572,120.19942
統一超商,便利商店,22.981584,120.199985
統一超商,便利商店,22.981587,120.194852
統一超商,便利商店,22.981755,120.234636
統一超商,便利商店,22.981781,120.189717
統一超商,便利商店,22.98186,120.18995
統一超商,便利商店,22.981883,120.186206
全家便利商店,便利商店,22.981918,120.185792
統一超商,便利商店,22.982019,120.21641
萊爾富,便利商店,22.982129,120.247751
統一超商,便利商店,22.982401,120.211251
統一超商,便利商店,22.982459,120.241683
統一超商,便利商店,22.982493,120.203736
統一超商,便利商店,22.982574,120.230946
全家便利商店,便利商店,22.98258114,120.2370025
統一超商,便利商店,22.982592,120.234913
全家便利商店,便利商店,22.982607,120.21113
全家便利商店,便利商店,22.982621,120.205858
統一超商,便利商店,22.982685,120.21151
全家便利商店,便利商店,22.982693,120.199327
全家便利商店,便利商店,22.982904,120.181119
全家便利商店,便利商店,22.983026,120.226562
統一超商,便利商店,22.983089,120.237304
統一超商,便利商店,22.983512,120.2264
統一超商,便利商店,22.98358,120.181336
統一超商,便利商店,22.983678,120.204175
統一超商,便利商店,22.983749,120.197368
統一超商,便利商店,22.983835,120.223271
統一超商,便利商店,22.983873,120.173952
全家便利商店,便利商店,22.984613,120.2328
統一超商,便利商店,22.984623,120.211364
全家便利商店,便利商店,22.984734,120.191937
統一超商,便利商店,22.98490709,120.238335
全家便利商店,便利商店,22.984924,120.235552
萊爾富,便利商店,22.984924,120.235552
統一超商,便利商店,22.984968,120.232985
統一超商,便利商店,22.984992,120.197352
全家便利商店,便利商店,22.984992,120.197352
全家便利商店,便利商店,22.984994,120.235456
統一超商,便利商店,22.985067,120.223301
統一超商,便利商店,22.985122,120.245232
統一超商,便利商店,22.985151,120.197371
全家便利商店,便利商店,22.985179,120.238908
萊爾富,便利商店,22.985203,120.195198
統一超商,便利商店,22.985322,120.186651
全家便利商店,便利商店,22.98554,120.168074
統一超商,便利商店,22.985562,120.191661
全家便利商店,便利商店,22.985652,120.226798
全家便利商店,便利商店,22.985679,120.21885
統一超商,便利商店,22.985994,120.20022
統一超商,便利商店,22.986105,120.210241
萊爾富,便利商店,22.986192,120.197729
統一超商,便利商店,22.98625,120.195169
全家便利商店,便利商店,22.986379,120.201923
統一超商,便利商店,22.986492,120.218552
全家便利商店,便利商店,22.986578,120.233061
統一超商,便利商店,22.986693,120.229221
統一超商,便利商店,22.986727,120.19888
統一超商,便利商店,22.98684,120.229544
統一超商,便利商店,22.986942,120.211502
萊爾富,便利商店,22.986942,120.211502
統一超商,便利商店,22.987,120.223229
統一超商,便利商店,22.98716,120.191943
統一超商,便利商店,22.987164,120.168228
萊爾富,便利商店,22.987457,120.211559
統一超商,便利商店,22.987577,120.216035
統一超商,便利商店,22.987621,120.197192
統一超商,便利商店,22.987635,120.177888
萊爾富,便利商店,22.987711,120.230801
全家便利商店,便利商店,22.987729,120.197956
全家便利商店,便利商店,22.9880584,120.2001512
萊爾富,便利商店,22.98822,120.19009
統一超商,便利商店,22.988244,120.232871
統一超商,便利商店,22.988295,120.191922
統一超商,便利商店,22.988387,120.227318
全家便利商店,便利商店,22.988446,120.23661
統一超商,便利商店,22.98847309,120.182128
統一超商,便利商店,22.988554,120.239439
萊爾富,便利商店,22.98856,120.197759
統一超商,便利商店,22.988567,120.182567
統一超商,便利商店,22.988587,120.190582
全家便利商店,便利商店,22.98874,120.236326
統一超商,便利商店,22.988745,120.236389
統一超商,便利商店,22.988745,120.236389
統一超商,便利商店,22.988859,120.204474
萊爾富,便利商店,22.988859,120.204474
統一超商,便利商店,22.989041,120.207414
來來超商,便利商店,22.989053,120.210634
統一超商,便利商店,22.989083,120.178442
全家便利商店,便利商店,22.989101,120.22401
統一超商,便利商店,22.989204,120.225374
萊爾富,便利商店,22.98923009,120.168704
統一超商,便利商店,22.989269,120.241473
統一超商,便利商店,22.98943,120.211282
統一超商,便利商店,22.989434,120.202101
統一超商,便利商店,22.989484,120.164137
萊爾富,便利商店,22.989584,120.225244
統一超商,便利商店,22.98961,120.243335
統一超商,便利商店,22.989619,120.192537
統一超商,便利商店,22.989627,120.184778
全家便利商店,便利商店,22.989723,120.168614
統一超商,便利商店,22.989747,120.171142
統一超商,便利商店,22.989773,120.192313
統一超商,便利商店,22.989787,120.220056
統一超商,便利商店,22.989889,120.212858
統一超商,便利商店,22.989952,120.168896
統一超商,便利商店,22.989952,120.168896
統一超商,便利商店,22.989981,120.181284
統一超商,便利商店,22.990052,120.228442
全家便利商店,便利商店,22.990217,120.179602
統一超商,便利商店,22.990675,120.192786
統一超商,便利商店,22.99072,120.233499
全家便利商店,便利商店,22.990802,120.196781
全家便利商店,便利商店,22.990826,120.168818
全家便利商店,便利商店,22.990903,120.192853
統一超商,便利商店,22.990931,120.173958
統一超商,便利商店,22.991,120.194617
統一超商,便利商店,22.991027,120.228642
統一超商,便利商店,22.991085,120.216593
全家便利商店,便利商店,22.991117,120.168859
全家便利商店,便利商店,22.991174,120.251797
萊爾富,便利商店,22.991226,120.260422
統一超商,便利商店,22.991348,120.202881
全家便利商店,便利商店,22.991413,120.261832
統一超商,便利商店,22.991463,120.193705
全家便利商店,便利商店,22.991463,120.193705
統一超商,便利商店,22.991481,120.265766
統一超商,便利商店,22.991486,120.192019
萊爾富,便利商店,22.991566,120.21047
統一超商,便利商店,22.991571,120.255689
萊爾富,便利商店,22.991678,120.197739
全家便利商店,便利商店,22.99169,120.227658
統一超商,便利商店,22.991716,120.197577
統一超商,便利商店,22.991719,120.190705
統一超商,便利商店,22.991775,120.209284
統一超商,便利商店,22.991997,120.274114
全家便利商店,便利商店,22.991998,120.189753
全家便利商店,便利商店,22.991998,120.189753
全家便利商店,便利商店,22.99211,120.192774
統一超商,便利商店,22.99223344,120.2056178
全家便利商店,便利商店,22.99223344,120.2056178
統一超商,便利商店,22.992461,120.221769
全家便利商店,便利商店,22.992498,120.178586
統一超商,便利商店,22.992625,120.183053
全家便利商店,便利商店,22.992633,120.194634
全家便利商店,便利商店,22.99279,120.19439
統一超商,便利商店,22.99282,120.187143
統一超商,便利商店,22.992843,120.229445
來來超商,便利商店,22.99315,120.293436
全家便利商店,便利商店,22.993235,120.229271
統一超商,便利商店,22.993243,120.228016
統一超商,便利商店,22.993382,120.2268
全家便利商店,便利商店,22.993645,120.221564
統一超商,便利商店,22.993719,120.171259
全家便利商店,便利商店,22.993815,120.20685
統一超商,便利商店,22.993838,120.260056
統一超商,便利商店,22.993986,120.17899
統一超商,便利商店,22.993988,120.203156
統一超商,便利商店,22.994233,120.163971
全家便利商店,便利商店,22.994289,120.20966
統一超商,便利商店,22.994297,120.210169
統一超商,便利商店,22.994304,120.210335
統一超商,便利商店,22.99447,120.211846
統一超商,便利商店,22.994595,120.203972
全家便利商店,便利商店,22.994664,120.214663
全家便利商店,便利商店,22.994664,120.214663
統一超商,便利商店,22.994716,120.233077
統一超商,便利商店,22.994796,120.194775
統一超商,便利商店,22.994824,120.23408
統一超商,便利商店,22.994835,120.198428
全家便利商店,便利商店,22.994853,120.198378
全家便利商店,便利商店,22.994878,120.195105
統一超商,便利商店,22.994972,120.2085
全家便利商店,便利商店,22.995013,120.635486
統一超商,便利商店,22.995295,120.217908
全家便利商店,便利商店,22.995421,120.23415
統一超商,便利商店,22.995463,120.217999
全家便利商店,便利商店,22.995545,120.216945
統一超商,便利商店,22.995601,120.209719
全家便利商店,便利商店,22.995628,120.228775
統一超商,便利商店,22.995641,120.212054
統一超商,便利商店,22.995669,120.200647
統一超商,便利商店,22.995706,120.634843
萊爾富,便利商店,22.99577,120.205996
統一超商,便利商店,22.995812,120.209239
統一超商,便利商店,22.995849,120.22173
統一超商,便利商店,22.99588,120.218029
全家便利商店,便利商店,22.995883,120.209947
統一超商,便利商店,22.995947,120.218372
統一超商,便利商店,22.995947,120.218372
統一超商,便利商店,22.996254,120.217163
統一超商,便利商店,22.996266,120.217008
統一超商,便利商店,22.996283,120.210576
統一超商,便利商店,22.996301,120.212136
統一超商,便利商店,22.996317,120.219527
統一超商,便利商店,22.996325,120.210378
統一超商,便利商店,22.99636,120.21136
統一超商,便利商店,22.996395,120.30809
全家便利商店,便利商店,22.996516,120.17145
統一超商,便利商店,22.996665,120.202662
統一超商,便利商店,22.996669,120.197445
統一超商,便利商店,22.996733,120.177549
統一超商,便利商店,22.996981,120.234354
全家便利商店,便利商店,22.99699,120.177833
全家便利商店,便利商店,22.997015,120.184079
統一超商,便利商店,22.997037,120.182966
統一超商,便利商店,22.997058,120.277149
統一超商,便利商店,22.997158,120.171922
全家便利商店,便利商店,22.997288,120.189506
統一超商,便利商店,22.997336,120.196158
萊爾富,便利商店,22.997396,120.210036
統一超商,便利商店,22.997458,120.209489
統一超商,便利商店,22.997489,120.209369
統一超商,便利商店,22.997511,120.169768
全家便利商店,便利商店,22.997511,120.169768
統一超商,便利商店,22.997618,120.227156
全家便利商店,便利商店,22.997679,120.207959
統一超商,便利商店,22.997685,120.212428
統一超商,便利商店,22.997773,120.211451
統一超商,便利商店,22.997788,120.258256
統一超商,便利商店,22.997788,120.258256
全家便利商店,便利商店,22.997788,120.258256
全家便利商店,便利商店,22.997799,120.212221
全家便利商店,便利商店,22.997933,120.19892
統一超商,便利商店,22.998069,120.207465
統一超商,便利商店,22.998143,120.207241
全家便利商店,便利商店,22.998221,120.17394
全家便利商店,便利商店,22.998352,120.228301
統一超商,便利商店,22.998361,120.197577
統一超商,便利商店,22.99836509,120.25286
統一超商,便利商店,22.998374,120.228557
統一超商,便利商店,22.998399,120.239939
全家便利商店,便利商店,22.998399,120.239939
萊爾富,便利商店,22.998399,120.239939
全家便利商店,便利商店,22.99845609,120.260938
統一超商,便利商店,22.998484,120.234719
全家便利商店,便利商店,22.998488,120.205207
統一超商,便利商店,22.998539,120.200787
統一超商,便利商店,22.998627,120.204663
統一超商,便利商店,22.998731,120.23078
全家便利商店,便利商店,22.998748,120.229488
全家便利商店,便利商店,22.998773,120.212365
統一超商,便利商店,22.998786,120.252891
統一超商,便利商店,22.998798,120.238205
全家便利商店,便利商店,22.998819,120.212375
統一超商,便利商店,22.998821,120.237974
統一超商,便利商店,22.998854,120.261094
統一超商,便利商店,22.99901,120.212418
統一超商,便利商店,22.99905409,120.176022
統一超商,便利商店,22.99906,120.186948
全家便利商店,便利商店,22.999098,120.203376
萊爾富,便利商店,22.999274,120.182716
統一超商,便利商店,22.999373,120.180252
統一超商,便利商店,22.999439,120.167987
萊爾富,便利商店,22.999468,120.254742
統一超商,便利商店,22.999499,120.164477
統一超商,便利商店,22.999639,120.167818
統一超商,便利商店,22.999743,120.235226
統一超商,便利商店,22.999825,120.192673
萊爾富,便利商店,22.999833,120.256817
統一超商,便利商店,22.999872,120.191846
統一超商,便利商店,23.000041,120.192025
萊爾富,便利商店,23.000128,120.15398
統一超商,便利商店,23.000191,120.236231
統一超商,便利商店,23.000269,120.191809
統一超商,便利商店,23.000337,120.256742
全家便利商店,便利商店,23.000342,120.16153
統一超商,便利商店,23.000343,120.211001
統一超商,便利商店,23.000394,120.195847
統一超商,便利商店,23.000451,120.161721
統一超商,便利商店,23.00047409,120.228492
統一超商,便利商店,23.000511,120.23069
統一超商,便利商店,23.000571,120.261767
統一超商,便利商店,23.000583,120.189349
統一超商,便利商店,23.000637,120.19917
統一超商,便利商店,23.000761,120.231229
全家便利商店,便利商店,23.000938,120.236507
統一超商,便利商店,23.000955,120.23703
統一超商,便利商店,23.001099,120.196669
統一超商,便利商店,23.001284,120.259534
統一超商,便利商店,23.001412,120.217834
統一超商,便利商店,23.001421,120.190731
統一超商,便利商店,23.001938,120.177524
統一超商,便利商店,23.002037,120.194466
全家便利商店,便利商店,23.002222,120.180134
全家便利商店,便利商店,23.002222,120.180134
全家便利商店,便利商店,23.002282,120.195197
統一超商,便利商店,23.002354,120.203168
全家便利商店,便利商店,23.002395,120.204795
統一超商,便利商店,23.002657,120.265425
統一超商,便利商店,23.002727,120.224961
統一超商,便利商店,23.002897,120.225002
統一超商,便利商店,23.002982,120.161031
全家便利商店,便利商店,23.003144,120.202408
統一超商,便利商店,23.00331,120.186499
萊爾富,便利商店,23.003863,120.199282
統一超商,便利商店,23.003894,120.21895
全家便利商店,便利商店,23.003924,120.239968
萊爾富,便利商店,23.003998,120.199734
全家便利商店,便利商店,23.004135,120.25754
統一超商,便利商店,23.004181,120.266207
全家便利商店,便利商店,23.004203,120.236621
統一超商,便利商店,23.004301,120.186975
統一超商,便利商店,23.004348,120.204985
全家便利商店,便利商店,23.004445,120.210518
全家便利商店,便利商店,23.004507,120.266374
統一超商,便利商店,23.004537,120.235526
全家便利商店,便利商店,23.00464609,120.22463
統一超商,便利商店,23.004765,120.204884
統一超商,便利商店,23.005233,120.269749
統一超商,便利商店,23.005266,120.180182
統一超商,便利商店,23.005309,120.192311
統一超商,便利商店,23.005403,120.202519
統一超商,便利商店,23.005441,120.245969
統一超商,便利商店,23.005666,120.206012
統一超商,便利商店,23.005917,120.258216
統一超商,便利商店,23.005987,120.271648
全家便利商店,便利商店,23.006043,120.190637
統一超商,便利商店,23.006105,120.18425
統一超商,便利商店,23.00626214,120.2312668
統一超商,便利商店,23.006415,120.199649
全家便利商店,便利商店,23.006415,120.199649
全家便利商店,便利商店,23.006415,120.231269
統一超商,便利商店,23.006417,120.217996
統一超商,便利商店,23.006571,120.221323
統一超商,便利商店,23.006696,120.193504
統一超商,便利商店,23.00698,120.262219
萊爾富,便利商店,23.00703,120.267789
統一超商,便利商店,23.007416,120.220746
全家便利商店,便利商店,23.007617,120.268166
全家便利商店,便利商店,23.007748,120.225477
統一超商,便利商店,23.007813,120.266302
萊爾富,便利商店,23.00788,120.225648
全家便利商店,便利商店,23.007928,120.268366
全家便利商店,便利商店,23.008252,120.231143
統一超商,便利商店,23.00837,120.233754
統一超商,便利商店,23.008411,120.210345
統一超商,便利商店,23.008505,120.230591
全家便利商店,便利商店,23.008535,120.23132
萊爾富,便利商店,23.008535,120.23132
統一超商,便利商店,23.008544,120.231919
全家便利商店,便利商店,23.008591,120.232909
統一超商,便利商店,23.00863809,120.237888
全家便利商店,便利商店,23.00871,120.185925
統一超商,便利商店,23.008766,120.207659
全家便利商店,便利商店,23.008949,120.234173
統一超商,便利商店,23.009236,120.220331
統一超商,便利商店,23.009259,120.215997
統一超商,便利商店,23.009363,120.259508
統一超商,便利商店,23.009387,120.262452
統一超商,便利商店,23.009731,120.246346
全家便利商店,便利商店,23.009742,120.195891
統一超商,便利商店,23.009768,120.185195
全家便利商店,便利商店,23.010074,120.223399
統一超商,便利商店,23.010281,120.223369
統一超商,便利商店,23.010281,120.223369
全家便利商店,便利商店,23.010281,120.223369
萊爾富,便利商店,23.010514,120.188884
全家便利商店,便利商店,23.01059,120.216157
統一超商,便利商店,23.010846,120.226022
全家便利商店,便利商店,23.010896,120.246634
萊爾富,便利商店,23.01102309,120.225594
統一超商,便利商店,23.011103,120.232553
來來超商,便利商店,23.01118,120.224248
全家便利商店,便利商店,23.01118,120.224248
統一超商,便利商店,23.011241,120.262987
全家便利商店,便利商店,23.011272,120.236914
統一超商,便利商店,23.011801,120.227118
統一超商,便利商店,23.012067,120.270765
統一超商,便利商店,23.01211,120.227058
全家便利商店,便利商店,23.01212,120.205226
統一超商,便利商店,23.01213,120.194935
統一超商,便利商店,23.012153,120.246461
統一超商,便利商店,23.012222,120.223031
全家便利商店,便利商店,23.012332,120.231722
統一超商,便利商店,23.012347,120.206326
統一超商,便利商店,23.012389,120.246639
統一超商,便利商店,23.012516,120.236727
統一超商,便利商店,23.012689,120.200282
全家便利商店,便利商店,23.012721,120.236675
統一超商,便利商店,23.01287509,120.259071
統一超商,便利商店,23.012917,120.217156
統一超商,便利商店,23.013241,120.189878
統一超商,便利商店,23.013274,120.213727
統一超商,便利商店,23.013284,120.212115
統一超商,便利商店,23.013529,120.189978
統一超商,便利商店,23.013565,120.219336
統一超商,便利商店,23.013622,120.209637
統一超商,便利商店,23.013677,120.23209
全家便利商店,便利商店,23.013784,120.206505
全家便利商店,便利商店,23.013867,120.246097
統一超商,便利商店,23.014053,120.236254
全家便利商店,便利商店,23.014077,120.233368
統一超商,便利商店,23.014088,120.26396
全家便利商店,便利商店,23.014088,120.26396
統一超商,便利商店,23.014122,120.203604
統一超商,便利商店,23.014324,120.246525
統一超商,便利商店,23.01441309,120.265603
統一超商,便利商店,23.014431,120.217109
統一超商,便利商店,23.014495,120.229894
統一超商,便利商店,23.014702,120.212856
統一超商,便利商店,23.015092,120.206592
全家便利商店,便利商店,23.015095,120.244789
萊爾富,便利商店,23.015195,120.255011
全家便利商店,便利商店,23.015519,120.247317
統一超商,便利商店,23.015615,120.226056
全家便利商店,便利商店,23.015737,120.23584
統一超商,便利商店,23.015747,120.229161
統一超商,便利商店,23.015823,120.252174
全家便利商店,便利商店,23.016011,120.225846
全家便利商店,便利商店,23.016012,120.257934
統一超商,便利商店,23.016034,120.210814
全家便利商店,便利商店,23.016079,120.200045
全家便利商店,便利商店,23.016117,120.225644
統一超商,便利商店,23.016222,120.193738
統一超商,便利商店,23.01711209,120.235199
統一超商,便利商店,23.017234,120.228248
統一超商,便利商店,23.017812,120.25737
統一超商,便利商店,23.017912,120.208
統一超商,便利商店,23.017919,120.211856
統一超商,便利商店,23.017947,120.193447
全家便利商店,便利商店,23.017989,120.207744
統一超商,便利商店,23.018151,120.240205
統一超商,便利商店,23.018154,120.226488
統一超商,便利商店,23.018248,120.243479
統一超商,便利商店,23.01826809,120.243681
統一超商,便利商店,23.018392,120.215926
全家便利商店,便利商店,23.018563,120.210832
統一超商,便利商店,23.0187254,120.2488483
統一超商,便利商店,23.018763,120.227484
統一超商,便利商店,23.01881,120.241178
全家便利商店,便利商店,23.018864,120.225999
統一超商,便利商店,23.018927,120.241409
統一超商,便利商店,23.019119,120.201457
全家便利商店,便利商店,23.019127,120.233544
統一超商,便利商店,23.019221,120.275514
統一超商,便利商店,23.019405,120.228203
全家便利商店,便利商店,23.019405,120.228203
統一超商,便利商店,23.019596,120.275526
統一超商,便利商店,23.019749,120.234617
統一超商,便利商店,23.019958,120.229214
統一超商,便利商店,23.020193,120.222662
統一超商,便利商店,23.020926,120.236911
統一超商,便利商店,23.021081,120.221222
萊爾富,便利商店,23.021152,120.236852
萊爾富,便利商店,23.021257,120.287364
全家便利商店,便利商店,23.021286,120.261659
統一超商,便利商店,23.021638,120.185018
統一超商,便利商店,23.02182,120.263284
統一超商,便利商店,23.022191,120.188896
全家便利商店,便利商店,23.022251,120.223492
統一超商,便利商店,23.022306,120.222896
統一超商,便利商店,23.02288,120.198153
統一超商,便利商店,23.022883,120.191611
萊爾富,便利商店,23.02330209,120.234217
統一超商,便利商店,23.023308,120.218065
統一超商,便利商店,23.023699,120.310258
統一超商,便利商店,23.023882,120.25273
全家便利商店,便利商店,23.024253,120.19187
統一超商,便利商店,23.024407,120.262786
全家便利商店,便利商店,23.024473,120.189696
統一超商,便利商店,23.024662,120.262554
統一超商,便利商店,23.024699,120.235103
統一超商,便利商店,23.024709,120.191285
統一超商,便利商店,23.024822,120.260654
全家便利商店,便利商店,23.025171,120.226871
統一超商,便利商店,23.025562,120.191006
統一超商,便利商店,23.025622,120.2266
統一超商,便利商店,23.025684,120.2012
統一超商,便利商店,23.025855,120.204729
統一超商,便利商店,23.02604009,120.193397
統一超商,便利商店,23.026115,120.257411
統一超商,便利商店,23.026673,120.256962
全家便利商店,便利商店,23.026693,120.195923
全家便利商店,便利商店,23.026841,120.19065
萊爾富,便利商店,23.026944,120.207628
萊爾富,便利商店,23.027184,120.260423
全家便利商店,便利商店,23.027304,120.252038
全家便利商店,便利商店,23.027321,120.214683
萊爾富,便利商店,23.02736,120.211302
統一超商,便利商店,23.027668,121.332238
統一超商,便利商店,23.027677,120.293163
統一超商,便利商店,23.027787,120.222488
統一超商,便利商店,23.027909,120.293344
來來超商,便利商店,23.027965,120.256848
統一超商,便利商店,23.028151,120.214332
統一超商,便利商店,23.028325,120.190975
統一超商,便利商店,23.028735,120.213943
全家便利商店,便利商店,23.029214,120.209424
統一超商,便利商店,23.029268,120.251574
統一超商,便利商店,23.029327,120.268306
統一超商,便利商店,23.030232,120.25434
統一超商,便利商店,23.030232,120.25434
統一超商,便利商店,23.03031409,120.235149
萊爾富,便利商店,23.030512,120.225969
統一超商,便利商店,23.030709,120.277852
統一超商,便利商店,23.030744,120.251346
全家便利商店,便利商店,23.030944,120.251253
全家便利商店,便利商店,23.031048,120.250948
統一超商,便利商店,23.031149,120.192057
統一超商,便利商店,23.031236,120.226701
統一超商,便利商店,23.032449,120.21266
統一超商,便利商店,23.032671,120.259949
統一超商,便利商店,23.032842,120.251352
全家便利商店,便利商店,23.032948,120.193224
統一超商,便利商店,23.033552,120.308407
統一超商,便利商店,23.033843,120.245129
統一超商,便利商店,23.03417,120.263594
統一超商,便利商店,23.034331,120.259273
統一超商,便利商店,23.034394,120.304019
全家便利商店,便利商店,23.03451209,120.304205
全家便利商店,便利商店,23.03461,120.302868
統一超商,便利商店,23.035077,120.230503
萊爾富,便利商店,23.035112,120.243717
統一超商,便利商店,23.03516,120.148487
統一超商,便利商店,23.03540694,120.2547062
統一超商,便利商店,23.035522,120.2087
統一超商,便利商店,23.035568,120.20368
全家便利商店,便利商店,23.035886,120.262285
統一超商,便利商店,23.035955,120.308593
統一超商,便利商店,23.03611,120.302816
統一超商,便利商店,23.036117,120.309516
統一超商,便利商店,23.03669209,120.299557
統一超商,便利商店,23.036725,120.213761
全家便利商店,便利商店,23.036811,120.258943
萊爾富,便利商店,23.03754882,120.2325007
全家便利商店,便利商店,23.037627,120.302787
全家便利商店,便利商店,23.037667,120.264582
統一超商,便利商店,23.03773309,120.264192
來來超商,便利商店,23.037956,120.253616
統一超商,便利商店,23.038185,120.307153
統一超商,便利商店,23.03829809,120.233873
統一超商,便利商店,23.038566,120.207299
統一超商,便利商店,23.038675,120.302794
全家便利商店,便利商店,23.038691,120.202627
統一超商,便利商店,23.038712,120.188191
統一超商,便利商店,23.038712,120.188191
統一超商,便利商店,23.039333,120.238428
統一超商,便利商店,23.039409,120.23949
全家便利商店,便利商店,23.039409,120.23949
萊爾富,便利商店,23.039409,120.23949
全家便利商店,便利商店,23.039432,120.187643
統一超商,便利商店,23.039585,120.238923
全家便利商店,便利商店,23.039585,120.238923
統一超商,便利商店,23.039735,120.238788
統一超商,便利商店,23.039858,120.184198
全家便利商店,便利商店,23.039983,120.215388
統一超商,便利商店,23.04004,120.240051
全家便利商店,便利商店,23.040083,120.238426
全家便利商店,便利商店,23.040234,120.23831
萊爾富,便利商店,23.040234,120.23831
萊爾富,便利商店,23.040421,120.238368
統一超商,便利商店,23.04044109,120.200245
全家便利商店,便利商店,23.040542,120.190508
統一超商,便利商店,23.040786,120.236446
萊爾富,便利商店,23.041135,120.236981
萊爾富,便利商店,23.041264,120.237134
統一超商,便利商店,23.041409,120.242329
萊爾富,便利商店,23.041631,120.247666
統一超商,便利商店,23.041657,120.195222
統一超商,便利商店,23.041813,120.243468
統一超商,便利商店,23.042176,120.25452
全家便利商店,便利商店,23.042314,120.196404
全家便利商店,便利商店,23.042373,120.305087
統一超商,便利商店,23.042474,120.19208
來來超商,便利商店,23.042579,120.187225
統一超商,便利商店,23.042619,120.262954
統一超商,便利商店,23.042631,120.203633
統一超商,便利商店,23.04297609,120.238345
萊爾富,便利商店,23.042977,120.146135
統一超商,便利商店,23.042996,120.19528
統一超商,便利商店,23.0430536,120.4778145
統一超商,便利商店,23.043993,120.211412
全家便利商店,便利商店,23.044013,120.193461
統一超商,便利商店,23.044191,120.239181
統一超商,便利商店,23.044206,120.193302
統一超商,便利商店,23.044251,120.21151
全家便利商店,便利商店,23.04427,120.245463
統一超商,便利商店,23.04429009,120.242069
全家便利商店,便利商店,23.044441,120.245276
統一超商,便利商店,23.044701,120.217071
統一超商,便利商店,23.044787,120.217014
統一超商,便利商店,23.04496564,120.2579134
全家便利商店,便利商店,23.04496564,120.2579134
全家便利商店,便利商店,23.04496564,120.2579134
全家便利商店,便利商店,23.04496564,120.2579134
統一超商,便利商店,23.0451517,121.1631443
統一超商,便利商店,23.0453192,120.3216478
統一超商,便利商店,23.046207,120.144701
萊爾富,便利商店,23.046275,120.188723
統一超商,便利商店,23.046514,120.187797
統一超商,便利商店,23.046654,120.262341
統一超商,便利商店,23.047103,120.209743
全家便利商店,便利商店,23.04734687,120.1847814
全家便利商店,便利商店,23.047358,120.223415
統一超商,便利商店,23.04751432,121.1630754
全家便利商店,便利商店,23.04751432,121.1630754
全家便利商店,便利商店,23.04751432,121.1630754
統一超商,便利商店,23.049032,120.175699
統一超商,便利商店,23.04970109,120.170166
統一超商,便利商店,23.050037,120.17365
統一超商,便利商店,23.05037909,120.18098
統一超商,便利商店,23.050726,120.218793
全家便利商店,便利商店,23.050738,120.16768
全家便利商店,便利商店,23.050856,120.27597
統一超商,便利商店,23.051402,120.275514
來來超商,便利商店,23.051402,120.275514
統一超商,便利商店,23.05144709,120.202815
全家便利商店,便利商店,23.051798,120.1741
統一超商,便利商店,23.051945,120.213142
全家便利商店,便利商店,23.051953,120.174191
統一超商,便利商店,23.053813,120.178414
統一超商,便利商店,23.055553,120.155785
統一超商,便利商店,23.057048,120.152607
統一超商,便利商店,23.059554,120.296635
全家便利商店,便利商店,23.059629,120.214089
統一超商,便利商店,23.061139,120.134082
統一超商,便利商店,23.061363,120.218846
全家便利商店,便利商店,23.062086,120.12862
萊爾富,便利商店,23.062693,120.228557
統一超商,便利商店,23.063099,120.214452
全家便利商店,便利商店,23.063444,120.218873
統一超商,便利商店,23.06426431,120.2232215
統一超商,便利商店,23.064442,120.294586
統一超商,便利商店,23.064634,120.172176
統一超商,便利商店,23.06479,120.294865
統一超商,便利商店,23.065887,120.127867
統一超商,便利商店,23.066234,120.218098
萊爾富,便利商店,23.066932,120.289199
統一超商,便利商店,23.067059,120.175976
全家便利商店,便利商店,23.067252,120.217321
統一超商,便利商店,23.06748,120.291045
全家便利商店,便利商店,23.067484,120.197019
統一超商,便利商店,23.067988,120.196263
統一超商,便利商店,23.068015,120.291036
全家便利商店,便利商店,23.068015,120.291036
統一超商,便利商店,23.069571,120.218692
全家便利商店,便利商店,23.069714,120.222893
統一超商,便利商店,23.070032,120.223153
統一超商,便利商店,23.072165,120.298102
統一超商,便利商店,23.072797,120.672919
統一超商,便利商店,23.074096,120.289865
統一超商,便利商店,23.074474,120.293183
統一超商,便利商店,23.074824,120.159583
全家便利商店,便利商店,23.076227,120.280129
統一超商,便利商店,23.076484,120.291568
統一超商,便利商店,23.076901,120.321583
統一超商,便利商店,23.077041,120.284859
統一超商,便利商店,23.077132,120.294509
萊爾富,便利商店,23.077311,120.295523
全家便利商店,便利商店,23.077445,120.286338
全家便利商店,便利商店,23.077721,120.289509
全家便利商店,便利商店,23.078067,120.291635
統一超商,便利商店,23.078308,120.291696
萊爾富,便利商店,23.078339,120.490717
全家便利商店,便利商店,23.078365,120.144595
統一超商,便利商店,23.078454,120.211622
統一超商,便利商店,23.078726,120.142619
全家便利商店,便利商店,23.07894053,120.2950867
萊爾富,便利商店,23.07894053,120.2950867
全家便利商店,便利商店,23.079405,120.289574
統一超商,便利商店,23.081178,120.295344
全家便利商店,便利商店,23.08142,120.588164
統一超商,便利商店,23.081713,120.587859
統一超商,便利商店,23.081765,120.588384
全家便利商店,便利商店,23.08222509,120.294256
統一超商,便利商店,23.082289,120.299392
統一超商,便利商店,23.08233,120.22243
統一超商,便利商店,23.084789,120.210361
全家便利商店,便利商店,23.084836,120.210372
